analysis_rank,combined_rank,param_id,long_param_id,short_param_id,long_analysis_rank,short_analysis_rank,long_shortlist_priority,short_shortlist_priority,long_shortlist_role,short_shortlist_role,pair_family,long_source_symbol,long_side,long_sma,long_ema,long_fib_floor,long_fib_band,long_rw,long_eb,long_rw_lookback,long_confirm_enabled,long_confirm_mode,long_confirm_ema_period,long_confirm_min_distance,long_shortlist_rationale,short_source_symbol,short_side,short_sma,short_ema,short_fib_floor,short_fib_band,short_rw,short_eb,short_rw_lookback,short_confirm_enabled,short_confirm_mode,short_confirm_ema_period,short_confirm_min_distance,short_shortlist_rationale,prior_analysis_rank,prior_validation_rank,prior_expectancy,prior_win_rate,prior_total_profit,prior_max_dd_pct,prior_consistency_score,prior_overall_survival,prior_composite_score,composite_score,friction_preset,active_pairs,watchlist_size,total_trades,closed_positions,win_rate,expectancy,total_profit,total_return,ending_equity,peak_equity,max_dd_dollars,max_dd_pct,breached,consistency_score,overall_survival,max_concurrent_observed,same_symbol_opposite_conflicts,same_pair_duplicate_blocks,stacked_same_side_entries,internal_pair_conflicts,entry_rejections,partial_fill_events,extra_latency_events,long_total_trades,short_total_trades,long_closed_positions,short_closed_positions,long_total_profit,short_total_profit,backtest_start,backtest_end,true_months_window,dynamic_symbol_count,activated_symbol_count,winning_positions,losing_positions,breakeven_positions,position_win_rate,avg_position_pnl,avg_winner_pnl,avg_loser_pnl,profit_factor,avg_holding_days,median_holding_days,best_position_pnl,worst_position_pnl,max_consecutive_position_wins,max_consecutive_position_losses,avg_support_pair_count,cagr,daily_sharpe,daily_sortino,calmar,months_traded,profitable_months,losing_months,monthly_win_rate,best_month_return_pct,worst_month_return_pct,stacking_profit_delta_vs_netted,friction_profit_delta_vs_reference,expectancy_score,drawdown_rule_score,consistency_penalty_score,survival_probability_proxy,drawdown_headroom_pct_pts,consistency_headroom_pct_pts
12,25,combined__cand_028_ETH_USDT__4h_ema15_dist0.000__short_cand_067_DOGE_USDT__4h_ema20_dist0.004,cand_028_ETH_USDT__4h_ema15_dist0.000,short_cand_067_DOGE_USDT__4h_ema20_dist0.004,19,5,5,5,diversifier,reserve,ETH/USDT + DOGE/USDT,ETH/USDT,long,30,20,0.236,0.436,0.005,0.053,25,True,close_above_ema,15,0.0,Best ETH-based survivor and the cleanest way to keep some source-family diversification in the final set.,DOGE/USDT,short,70,20,0.236,0.686,0.05,0.028,10,True,close_below_ema,20,0.004,Short candidate with especially strong trailing-drawdown control for the short side.,16,25,2.29849323308124,0.6020408163265306,225.25233684196144,1.3679403213396668,5.179376529554978,True,54.39889005899875,28.000000000000004,baseline,1,10,41,31,0.43902439024390244,-0.7416643029485319,-30.408236420889807,-0.0060816472841779615,4969.59176357911,5116.951259519351,154.32755505200657,3.016005961848911,True,999.0,False,4,0,29,0,0,2,3,5,24,17,18,13,-18.450257635574395,-11.957978785313724,2023-06-11 00:00,2026-03-31 08:00,34,1,10,10,21,0,0.3225806451612903,-0.980910852286714,15.209006266175205,-8.690395194411437,0.8333779735277508,10.666666666666668,6.0,17.744056493111113,-10.000000000000002,7,8,1.0,-0.0021720310550623623,-0.2205668530449899,-0.1297181423673693,-0.0720168024379778,33,4,6,0.12121212121212122,1.0421250561660322,-0.6643362489059057,-385.4320459970849,0.0,0.56,0.0,0.0,0.0,-0.01600596184891101,-979.0
13,3,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_088_ETH_USDT__4h_ema15_dist0.000,cand_002_AVAX_USDT__4h_ema15_dist0.008,short_cand_088_ETH_USDT__4h_ema15_dist0.000,1,3,1,3,primary,throughput_variant,AVAX/USDT + ETH/USDT,AVAX/USDT,long,35,20,0.236,0.436,0.002,0.068,21,True,close_above_ema,15,0.008,"Best overall balance: strongest expectancy, tightest drawdown, best consistency, and still healthy trade count.",ETH/USDT,short,75,20,0.236,0.586,0.011,0.023,8,True,close_below_ema,15,0.0,Short candidate with especially strong trailing-drawdown control for the short side.,3,3,2.779529070266362,0.625,311.30725586983255,1.775712138981094,3.747637244775585,True,80.83835398008156,26.0,baseline,1,10,102,74,0.45098039215686275,-0.7932289889542571,-80.90935687333422,-0.016181871374666843,4919.090643126666,5070.512622735353,153.73805510298462,3.0320022163764704,True,999.0,False,4,0,92,0,0,1,7,11,58,44,40,34,17.27255990481583,-98.18191677815382,2023-06-16 00:00,2026-03-31 08:00,34,1,10,28,46,0,0.3783783783783784,-1.0933696874775405,12.98428024494797,-9.66237399417133,0.8179640879637966,10.112612612612612,6.333333333333333,17.78963226452221,-10.000000000000002,4,7,1.0,-0.005826622493074973,-0.4548965248466276,-0.362552984275732,-0.19217078607674432,33,8,9,0.24242424242424243,0.6933025203742726,-0.7566661082019643,-435.9331664495293,0.0,0.52,0.0,0.0,0.0,-0.03200221637647038,-979.0
14,17,combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_082_ETH_USDT__4h_ema20_dist0.000,cand_008_AVAX_USDT__4h_ema15_dist0.008,short_cand_082_ETH_USDT__4h_ema20_dist0.000,4,2,4,2,alternate_base,secondary,AVAX/USDT + ETH/USDT,AVAX/USDT,long,30,20,0.236,0.436,0.002,0.068,21,True,close_above_ema,15,0.008,"Best non-cand_002 AVAX branch, useful as an alternate daily base rather than another threshold clone.",ETH/USDT,short,75,20,0.236,0.486,0.011,0.023,8,True,close_below_ema,20,0.0,Closest clean alternate to the primary short candidate with a very similar edge profile.,19,17,2.25168691670327,0.6071428571428571,252.18893467076623,1.7920840115277177,4.626161208023482,True,46.29768112327507,24.0,baseline,1,10,99,71,0.46464646464646464,-0.8533835883260664,-84.48497524428058,-0.016896995048856115,4915.515024755719,5081.187179461761,176.27143677379354,3.469099455463587,True,999.0,False,4,0,99,0,0,1,6,9,59,40,40,31,45.41899079403031,-129.90396603830746,2023-06-16 00:00,2026-03-31 08:00,34,1,10,29,42,0,0.4084507042253521,-1.189929228792636,12.101389667419161,-10.367268466653163,0.8059713572484509,11.18075117370892,8.0,17.77220720560156,-24.048556674340027,4,7,1.0,-0.0060855322853266,-0.4809548414988655,-0.36736478632081004,-0.17542109597758335,33,9,8,0.2727272727272727,0.6044428937816537,-0.9022072900501388,-439.5087848204757,0.0,0.48,0.0,0.0,0.0,-0.4690994554635868,-979.0
15,4,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_076_ETH_USDT__4h_ema15_dist0.000,cand_002_AVAX_USDT__4h_ema15_dist0.008,short_cand_076_ETH_USDT__4h_ema15_dist0.000,1,4,1,4,primary,alternate_base,AVAX/USDT + ETH/USDT,AVAX/USDT,long,35,20,0.236,0.436,0.002,0.068,21,True,close_above_ema,15,0.008,"Best overall balance: strongest expectancy, tightest drawdown, best consistency, and still healthy trade count.",ETH/USDT,short,75,20,0.236,0.536,0.011,0.023,8,True,close_below_ema,15,0.0,Short candidate with especially strong trailing-drawdown control for the short side.,5,4,2.715186876420256,0.625,282.3794351477066,1.7768316239396895,4.131556768843344,True,75.98659586052503,22.0,baseline,1,10,100,72,0.45,-0.9361010879074729,-93.61010879074729,-0.01872202175814946,4906.389891209253,5052.710129457711,157.00028609375295,3.107249022231228,True,999.0,False,4,0,90,0,0,0,6,2,60,40,41,31,31.315083763646584,-124.92519255439575,2023-06-16 00:00,2026-03-31 08:00,34,1,10,29,43,0,0.4027777777777778,-1.3001403998715164,11.976047112378973,-10.253848256970684,0.7876914871718006,10.231481481481481,6.333333333333333,17.747518054417682,-24.048556674340027,4,6,1.0,-0.006746829660387754,-0.5171976074829071,-0.3889840286476929,-0.2171319264119696,33,9,8,0.2727272727272727,0.5752245774439224,-0.9078993489000431,-448.6339183669424,0.0,0.44,0.0,0.0,0.0,-0.1072490222312279,-979.0
16,23,combined__cand_028_ETH_USDT__4h_ema15_dist0.000__short_cand_088_ETH_USDT__4h_ema15_dist0.000,cand_028_ETH_USDT__4h_ema15_dist0.000,short_cand_088_ETH_USDT__4h_ema15_dist0.000,19,3,5,3,diversifier,throughput_variant,ETH/USDT + ETH/USDT,ETH/USDT,long,30,20,0.236,0.436,0.005,0.053,25,True,close_above_ema,15,0.0,Best ETH-based survivor and the cleanest way to keep some source-family diversification in the final set.,ETH/USDT,short,75,20,0.236,0.586,0.011,0.023,8,True,close_below_ema,15,0.0,Short candidate with especially strong trailing-drawdown control for the short side.,21,23,2.3164569711418297,0.5945945945945946,257.1267237967431,1.7630366127181976,4.537321712187759,True,42.89706447092877,20.0,baseline,1,10,52,39,0.4230769230769231,-0.969349436941579,-50.40617072096211,-0.010081234144192422,4949.593829279038,5103.122847447458,155.5751719708751,3.048626823645693,True,999.0,False,4,0,72,0,0,1,1,2,25,27,19,20,-9.186114336168892,-41.22005638479164,2023-06-16 00:00,2026-03-31 08:00,34,1,10,13,26,0,0.3333333333333333,-1.2924659159220653,14.060928396879753,-8.969163072322972,0.7838484083464231,10.504273504273504,5.333333333333333,17.747518054417682,-10.000000000000002,7,8,1.0,-0.003622787639374181,-0.3638997256107133,-0.21419140882799576,-0.1188334239951966,33,4,6,0.12121212121212122,0.9618752364656258,-0.8458061265223193,-405.4299802971572,0.0,0.4,0.0,0.0,0.0,-0.04862682364569304,-979.0
17,13,combined__cand_002_AVAX_USDT__4h_ema15_dist0.000__short_cand_088_ETH_USDT__4h_ema15_dist0.000,cand_002_AVAX_USDT__4h_ema15_dist0.000,short_cand_088_ETH_USDT__4h_ema15_dist0.000,3,3,3,3,throughput_variant,throughput_variant,AVAX/USDT + ETH/USDT,AVAX/USDT,long,35,20,0.236,0.436,0.002,0.068,21,True,close_above_ema,15,0.0,Keeps the same strong AVAX base while allowing more trades at only a modest quality drop.,ETH/USDT,short,75,20,0.236,0.586,0.011,0.023,8,True,close_below_ema,15,0.0,Short candidate with especially strong trailing-drawdown control for the short side.,4,13,2.672049769214279,0.6218487394957983,317.9739225364992,1.7734773956974388,3.669063982857744,True,76.02202673804011,18.0,baseline,1,10,107,78,0.4392523364485981,-0.977159852344795,-104.55610420089306,-0.020911220840178612,4895.443895799107,5035.343215306428,153.01563104651723,3.0388322007798907,True,999.0,False,4,0,102,0,0,1,7,7,65,42,45,33,-6.641748277604692,-97.91435592328527,2023-06-16 00:00,2026-03-31 08:00,34,1,10,31,47,0,0.3974358974358974,-1.3404628743703846,11.37167990668348,-9.725067687405913,0.7712511590431451,9.77991452991453,6.166666666666667,17.77220720560156,-10.000000000000002,4,9,1.0,-0.007541126867686043,-0.617378221455404,-0.494487034873529,-0.24815871260514735,33,7,9,0.21212121212121213,0.820276116430696,-0.6918922165801922,-459.57991377708817,0.0,0.36,0.0,0.0,0.0,-0.03883220077989069,-979.0
18,12,combined__cand_002_AVAX_USDT__4h_ema15_dist0.000__short_cand_082_ETH_USDT__4h_ema20_dist0.000,cand_002_AVAX_USDT__4h_ema15_dist0.000,short_cand_082_ETH_USDT__4h_ema20_dist0.000,3,2,3,2,throughput_variant,secondary,AVAX/USDT + ETH/USDT,AVAX/USDT,long,35,20,0.236,0.436,0.002,0.068,21,True,close_above_ema,15,0.0,Keeps the same strong AVAX base while allowing more trades at only a modest quality drop.,ETH/USDT,short,75,20,0.236,0.486,0.011,0.023,8,True,close_below_ema,20,0.0,Closest clean alternate to the primary short candidate with a very similar edge profile.,14,12,2.383381208012247,0.6153846153846154,278.8556013374329,1.7898078965075803,4.183766297220355,True,58.53782106642422,16.0,baseline,1,10,109,79,0.44036697247706424,-1.0057699336431485,-109.62892276710318,-0.021925784553420636,4890.371077232897,5033.590667284574,157.26708989647614,3.1243519843324012,True,999.0,False,4,0,96,0,0,3,1,10,66,43,46,33,14.88987868711072,-124.51880145421254,2023-06-16 00:00,2026-03-31 08:00,34,1,10,32,47,0,0.4050632911392405,-1.3877078831278713,11.635915517854862,-10.254855730605476,0.772543823831762,9.81223628691983,6.166666666666667,17.774401365090128,-24.048556674340027,6,6,1.0,-0.007909622992599896,-0.6002393737793811,-0.4530762172550597,-0.2531604323797081,33,8,9,0.24242424242424243,0.5841643455199996,-0.8468210879898685,-464.6527323432983,0.0,0.32,0.0,0.0,0.0,-0.12435198433240124,-979.0
19,1,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_088_ETH_USDT__4h_ema20_dist0.000,cand_002_AVAX_USDT__4h_ema15_dist0.008,short_cand_088_ETH_USDT__4h_ema20_dist0.000,1,1,1,1,primary,primary,AVAX/USDT + ETH/USDT,AVAX/USDT,long,35,20,0.236,0.436,0.002,0.068,21,True,close_above_ema,15,0.008,"Best overall balance: strongest expectancy, tightest drawdown, best consistency, and still healthy trade count.",ETH/USDT,short,75,20,0.236,0.586,0.011,0.023,8,True,close_below_ema,20,0.0,"Best overall short candidate after deduplication, balancing expectancy, drawdown control, and consistency.",1,1,2.8093317976574874,0.6290322580645161,348.3571429095284,1.7908575343398767,3.349053379306368,True,86.39901273610775,14.000000000000002,baseline,1,10,91,67,0.42857142857142855,-1.04549460279649,-95.14000885448058,-0.019028001770896117,4904.859991145519,5051.481367517137,152.8761825542324,3.0263633859422283,True,999.0,False,4,0,105,0,0,3,8,15,50,41,34,33,21.858271432143344,-116.99828028662414,2023-06-16 00:00,2026-03-31 08:00,34,1,10,25,42,0,0.373134328358209,-1.4200001321564293,12.233078509314842,-9.546832656841708,0.7627235767628452,11.609452736318408,7.0,17.883917745221282,-10.000000000000002,4,7,1.0,-0.006857778587874841,-0.5617681619713334,-0.44019674770013,-0.22660129380793906,33,8,9,0.24242424242424243,0.7036540382878043,-0.9929940287957129,-450.1638184306757,0.0,0.28,0.0,0.0,0.0,-0.026363385942228312,-979.0
20,16,combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_088_ETH_USDT__4h_ema20_dist0.000,cand_008_AVAX_USDT__4h_ema15_dist0.008,short_cand_088_ETH_USDT__4h_ema20_dist0.000,4,1,4,1,alternate_base,primary,AVAX/USDT + ETH/USDT,AVAX/USDT,long,30,20,0.236,0.436,0.002,0.068,21,True,close_above_ema,15,0.008,"Best non-cand_002 AVAX branch, useful as an alternate daily base rather than another threshold clone.",ETH/USDT,short,75,20,0.236,0.586,0.011,0.023,8,True,close_below_ema,20,0.0,"Best overall short candidate after deduplication, balancing expectancy, drawdown control, and consistency.",7,16,2.606009070710543,0.6190476190476191,328.3571429095284,1.805981184398035,3.553041838313584,True,71.98319832472725,12.0,baseline,1,10,97,71,0.422680412371134,-1.0617535315440523,-102.99009255977307,-0.020598018511954613,4897.009907440227,5041.865371398291,151.66367286741024,3.008086525431131,True,999.0,False,4,0,108,0,0,2,2,7,55,42,38,33,25.306949916748163,-128.2970424765199,2023-06-16 00:00,2026-03-31 08:00,34,1,10,26,45,0,0.36619718309859156,-1.4505646839404471,12.544081831653923,-9.536360448506082,0.7600060593442634,10.816901408450708,7.833333333333333,17.77220720560156,-10.000000000000002,4,8,1.0,-0.007427419257713619,-0.6400924851245999,-0.4925405416914305,-0.24691508023191225,33,8,8,0.24242424242424243,0.6565589063991961,-0.6975638592628508,-458.0139021359682,0.0,0.24,0.0,0.0,0.0,-0.008086525431131086,-979.0
21,8,combined__cand_002_AVAX_USDT__4h_ema20_dist0.008__short_cand_088_ETH_USDT__4h_ema15_dist0.000,cand_002_AVAX_USDT__4h_ema20_dist0.008,short_cand_088_ETH_USDT__4h_ema15_dist0.000,2,3,2,3,secondary,throughput_variant,AVAX/USDT + ETH/USDT,AVAX/USDT,long,35,20,0.236,0.436,0.002,0.068,21,True,close_above_ema,20,0.008,Very close to the leader with slightly more trades and nearly identical risk profile.,ETH/USDT,short,75,20,0.236,0.586,0.011,0.023,8,True,close_below_ema,15,0.0,Short candidate with especially strong trailing-drawdown control for the short side.,10,8,2.561030676950136,0.6153846153846154,299.64058920316586,1.77963652158321,3.893553506116056,True,66.8654275336542,10.0,baseline,1,10,96,70,0.4270833333333333,-1.1321447326066145,-108.68589433023499,-0.021737178866046997,4891.314105669765,5043.2788162202005,154.28078604473285,3.059136559107832,True,999.0,False,4,0,94,0,0,2,4,11,52,44,36,34,1.5935798057635697,-110.27947413599931,2023-06-16 00:00,2026-03-31 08:00,34,1,10,26,44,0,0.37142857142857144,-1.5526556332890822,12.414750145406469,-9.80612268433645,0.7481028902487205,10.5,6.583333333333333,17.77220720560156,-10.000000000000002,4,9,1.0,-0.007841101625403968,-0.599964082913536,-0.4664166989297645,-0.25631747631726354,33,9,8,0.2727272727272727,0.6436407780133546,-0.9380433682093403,-463.7097039064301,0.0,0.2,0.0,0.0,0.0,-0.05913655910783211,-979.0
22,6,combined__cand_002_AVAX_USDT__4h_ema20_dist0.008__short_cand_088_ETH_USDT__4h_ema20_dist0.000,cand_002_AVAX_USDT__4h_ema20_dist0.008,short_cand_088_ETH_USDT__4h_ema20_dist0.000,2,1,2,1,secondary,primary,AVAX/USDT + ETH/USDT,AVAX/USDT,long,35,20,0.236,0.436,0.002,0.068,21,True,close_above_ema,20,0.008,Very close to the leader with slightly more trades and nearly identical risk profile.,ETH/USDT,short,75,20,0.236,0.586,0.011,0.023,8,True,close_below_ema,20,0.0,"Best overall short candidate after deduplication, balancing expectancy, drawdown control, and consistency.",6,6,2.61000369180513,0.6201550387596899,336.69047624286173,1.794770741624464,3.465101477432723,True,73.6991495949902,8.0,baseline,1,10,100,74,0.43,-1.153282353229888,-115.3282353229888,-0.02306564706459776,4884.671764677011,5033.824741273899,151.2459880448905,3.004593839050006,True,999.0,False,4,0,100,0,0,0,6,11,48,52,33,41,38.008076981544676,-153.336312304532,2023-06-16 00:00,2026-03-31 08:00,34,1,10,26,48,0,0.35135135135135137,-1.5584896665268555,13.386563441536023,-9.65372676672758,0.751114608141809,10.033783783783784,7.416666666666666,17.754596972265652,-10.000000000000002,4,7,1.0,-0.008323921216012553,-0.6915270348504992,-0.5328024551933656,-0.27703981509342424,33,8,9,0.24242424242424243,0.778553431885487,-0.8237687992499243,-470.3520448991839,0.0,0.16,0.0,0.0,0.0,-0.00459383905000621,-979.0
23,11,combined__cand_002_AVAX_USDT__4h_ema15_dist0.000__short_cand_088_ETH_USDT__4h_ema20_dist0.000,cand_002_AVAX_USDT__4h_ema15_dist0.000,short_cand_088_ETH_USDT__4h_ema20_dist0.000,3,1,3,1,throughput_variant,primary,AVAX/USDT + ETH/USDT,AVAX/USDT,long,35,20,0.236,0.436,0.002,0.068,21,True,close_above_ema,15,0.0,Keeps the same strong AVAX base while allowing more trades at only a modest quality drop.,ETH/USDT,short,75,20,0.236,0.586,0.011,0.023,8,True,close_below_ema,20,0.0,"Best overall short candidate after deduplication, balancing expectancy, drawdown control, and consistency.",2,11,2.710105416612176,0.6259541984732825,355.02380957619505,1.788629067849372,3.2861645760022693,True,81.79573725354525,6.0,baseline,1,10,106,79,0.42452830188679247,-1.1718532236953525,-124.21644171170738,-0.024843288342341476,4875.783558288293,5034.03966441214,160.5721816181449,3.1897281770205526,True,999.0,False,4,0,112,0,0,1,6,10,59,47,42,37,0.5563297832199474,-124.77277149492767,2023-06-16 00:00,2026-03-31 08:00,34,1,10,27,52,0,0.34177215189873417,-1.5723600216671862,13.838737489459364,-9.57427603705982,0.7505004330375747,10.253164556962025,6.833333333333333,17.887119550384362,-10.000000000000002,5,11,1.0,-0.0089706482776023,-0.7224017742409463,-0.5389649345951713,-0.2812355091016428,33,7,10,0.21212121212121213,0.6744428199959795,-0.7582461656208461,-479.2402512879025,0.0,0.12,0.0,0.0,0.0,-0.18972817702055256,-979.0
24,18,combined__cand_008_AVAX_USDT__4h_ema15_dist0.008__short_cand_088_ETH_USDT__4h_ema15_dist0.000,cand_008_AVAX_USDT__4h_ema15_dist0.008,short_cand_088_ETH_USDT__4h_ema15_dist0.000,4,3,4,3,alternate_base,throughput_variant,AVAX/USDT + ETH/USDT,AVAX/USDT,long,30,20,0.236,0.436,0.002,0.068,21,True,close_above_ema,15,0.008,"Best non-cand_002 AVAX branch, useful as an alternate daily base rather than another threshold clone.",ETH/USDT,short,75,20,0.236,0.586,0.011,0.023,8,True,close_below_ema,15,0.0,Short candidate with especially strong trailing-drawdown control for the short side.,11,18,2.555326805875724,0.6140350877192983,291.30725586983255,1.775712138981094,4.004935143764421,True,65.26464348980625,4.0,baseline,1,10,94,69,0.4148936170212766,-1.1891575343597651,-111.78080822981792,-0.022356161645963584,4888.219191770182,5032.298626473019,152.02739922354613,3.02103294156248,True,999.0,False,4,0,98,0,0,3,3,12,54,40,38,31,-7.302084793257238,-104.47872343655932,2023-06-16 00:00,2026-03-31 08:00,34,1,10,25,44,0,0.36231884057971014,-1.6200117134756022,12.175496593461194,-9.458368706053328,0.7314047492472863,10.43719806763285,6.166666666666667,17.747518054417682,-10.000000000000002,3,8,1.0,-0.00806601285230657,-0.6635115296187258,-0.519385538151168,-0.2669951969519016,33,7,9,0.21212121212121213,0.52895554843293,-0.8695677410029745,-466.804617806013,0.0,0.08,0.0,0.0,0.0,-0.021032941562479923,-979.0
25,2,combined__cand_002_AVAX_USDT__4h_ema15_dist0.008__short_cand_082_ETH_USDT__4h_ema20_dist0.000,cand_002_AVAX_USDT__4h_ema15_dist0.008,short_cand_082_ETH_USDT__4h_ema20_dist0.000,1,2,1,2,primary,secondary,AVAX/USDT + ETH/USDT,AVAX/USDT,long,35,20,0.236,0.436,0.002,0.068,21,True,close_above_ema,15,0.008,"Best overall balance: strongest expectancy, tightest drawdown, best consistency, and still healthy trade count.",ETH/USDT,short,75,20,0.236,0.486,0.011,0.023,8,True,close_below_ema,20,0.0,Closest clean alternate to the primary short candidate with a very similar edge profile.,12,2,2.47444486064333,0.6181818181818182,272.1889346707663,1.7920840115277177,4.28623841038153,True,62.43207276881952,2.0,baseline,1,10,99,73,0.4444444444444444,-1.2290076824643583,-121.67176056397147,-0.024334352112794295,4878.3282394360285,5037.009630376154,172.72889078492426,3.4291951665779363,True,999.0,False,4,0,91,0,0,1,6,11,57,42,40,33,27.642134903212725,-149.3138954671867,2023-06-16 00:00,2026-03-31 08:00,34,1,10,28,45,0,0.3835616438356164,-1.6667364460818357,11.941532281397027,-10.134103654290907,0.7331962457008404,9.988584474885844,6.333333333333333,17.77220720560156,-24.048556674340027,5,8,1.0,-0.008785413968116607,-0.743716573274713,-0.5350257231323694,-0.25619463289060185,33,7,10,0.21212121212121213,0.5886679920964699,-0.8840519130914881,-476.6955701401666,0.0,0.04,0.0,0.0,0.0,-0.4291951665779363,-979.0
