analysis_rank,rank,param_id,source_symbol,side,sma,ema,fib_floor,fib_band,rw,eb,rw_lookback,confirm_enabled,confirm_mode,confirm_ema_period,confirm_min_distance,data_mode_used,total_trades,closed_positions,win_rate,expectancy,total_profit,total_return,ending_equity,peak_equity,max_dd_dollars,max_dd_pct,breached,consistency_score,overall_survival,max_concurrent_observed,backtrader_rank,symbol,side_candidate,sma_candidate,ema_candidate,fib_floor_candidate,fib_band_candidate,rw_candidate,eb_candidate,rw_lookback_candidate,total_return_candidate,total_trades_candidate,win_rate_candidate,expectancy_candidate,score_expectancy,score_win_rate,score_drawdown,score_consistency,composite_score,drawdown_headroom_pct_pts,consistency_headroom_pct_pts,win_rate_sig,expectancy_sig,max_dd_pct_sig,consistency_sig,metric_duplicate_count,cluster_label,cluster_size,best_expectancy_flag,best_win_rate_flag,best_drawdown_flag,best_consistency_flag,ai_note
26,64,short_cand_064_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.586,0.055,0.048,10,False,disabled,20,0.0,"1D, 4H->1D",83,52,0.5783132530120482,2.256868768860419,187.3201078154148,0.0374640215630829,5187.320107815428,5200.028789509292,127.50371221611748,2.4570231088640764,False,6.228197710714005,True,4,64,DOGE/USDT,short,80,20,0.236,0.586,0.055,0.048,10,0.6674988724904861,14,0.5,476.7849089217758,0.6024520500721947,0.5011643211501466,0.2843841708404764,0.8869522829549557,57.04165885718913,0.5429768911359236,13.771802289285995,0.578313,2.256869,2.457023,6.228198,1,DOGE/USDT | fib=0.586 | rw_lb=10,1,False,False,False,False,Balanced survivor with no obvious structural warning.
27,80,short_cand_080_ETH_USDT,ETH/USDT,short,65,20,0.236,0.436,0.011,0.023,8,False,disabled,20,0.0,"1D, 4H->1D",76,51,0.5921052631578947,1.9963547568513167,151.72296152070007,0.03034459230414,5151.7229615207125,5162.755383844336,113.35585722585256,2.215247702152043,False,7.689453560445396,True,4,80,ETH/USDT,short,65,20,0.236,0.436,0.011,0.023,8,0.7003847408171413,12,0.5,583.6539506809511,0.5035811208509802,0.5960858027421492,0.43809176357926793,0.7866527115814385,57.02237380155216,0.7847522978479571,12.310546439554603,0.592105,1.996355,2.215248,7.689454,1,ETH/USDT | fib=0.436 | rw_lb=8,2,False,False,False,False,Balanced survivor with no obvious structural warning.
28,46,short_cand_046_BTC_USDT,BTC/USDT,short,40,20,0.236,0.636,0.047,0.028,8,False,disabled,20,0.0,"1D, 4H->1D",81,52,0.5555555555555556,1.7924709902031892,145.19015020645833,0.0290380300412916,5145.19015020647,5149.578731823106,80.73179295816135,1.5885226434065665,False,8.035439490955024,True,4,46,BTC/USDT,short,40,20,0.236,0.636,0.047,0.028,8,0.4227971824449527,12,0.5,352.33098537079394,0.426202643946186,0.34453781512605064,0.836529311049022,0.7629044812234472,55.519213761717154,1.4114773565934335,11.964560509044976,0.555556,1.792471,1.588523,8.035439,1,BTC/USDT | fib=0.636 | rw_lb=8,1,False,False,False,False,Balanced survivor with no obvious structural warning.
29,85,short_cand_085_ETH_USDT,ETH/USDT,short,90,20,0.236,0.586,0.029,0.038,8,False,disabled,20,0.0,"1D, 4H->1D",74,49,0.581081081081081,2.112053988159923,156.2919951238343,0.0312583990247668,5156.291995123846,5167.460049082959,119.77204869919387,2.334959739390808,False,7.464660398904538,True,4,85,ETH/USDT,short,90,20,0.236,0.586,0.029,0.038,8,0.7327221682232699,13,0.6153846153846154,563.632437094823,0.547491582409042,0.5202134908017257,0.36198539148765463,0.8020823557155512,55.44889759842373,0.6650402606091919,12.535339601095462,0.581081,2.112054,2.33496,7.46466,1,ETH/USDT | fib=0.586 | rw_lb=8,3,False,False,False,False,Balanced survivor with no obvious structural warning.
30,38,short_cand_038_BNB_USDT,BNB/USDT,short,30,20,0.236,0.336,0.008,0.018,25,False,disabled,20,0.0,"1D, 4H->1D",76,48,0.5394736842105263,1.7617445714844646,133.8925874328193,0.0267785174865638,5133.892587432832,5169.784909674914,71.37367595008527,1.3998050410998593,False,8.71345224583133,True,4,38,BNB/USDT,short,30,20,0.236,0.336,0.008,0.018,25,0.2610194426211356,13,0.3846153846153846,200.78418663164285,0.4145412766863924,0.233856700574967,0.9565056508781169,0.7163661637122656,53.81279849020556,1.6001949589001407,11.28654775416867,0.539474,1.761745,1.399805,8.713452,1,BNB/USDT | fib=0.336 | rw_lb=25,7,False,False,False,False,Balanced survivor with no obvious structural warning.
31,58,short_cand_058_BTC_USDT,BTC/USDT,short,30,20,0.236,0.336,0.008,0.023,8,False,disabled,20,0.0,"1D, 4H->1D",57,38,0.5789473684210527,1.6704585894203143,95.21613959695792,0.0190432279193915,5095.216139596967,5114.507785691115,73.32013094644844,1.4633206676798027,False,12.252824695530306,True,4,58,BTC/USDT,short,30,20,0.236,0.336,0.008,0.023,8,0.384474260482112,12,0.5,320.3952170684267,0.37989619252393947,0.505528527200354,0.9161258860556049,0.47342613394177824,53.725620318294396,1.5366793323201973,7.747175304469694,0.578947,1.670459,1.463321,12.252825,1,BTC/USDT | fib=0.336 | rw_lb=8,1,False,False,False,False,Balanced survivor with no obvious structural warning.
32,145,short_cand_145_XRP_USDT,XRP/USDT,short,40,20,0.236,0.436,0.038,0.043,8,False,disabled,20,0.0,"1D, 4H->1D",104,68,0.5865384615384616,2.057593268122522,213.9896998847423,0.0427979399769484,5213.989699884759,5228.82031711699,150.27798941685705,2.904347130679091,False,5.451975806756349,True,4,145,XRP/USDT,short,40,20,0.236,0.436,0.038,0.043,8,0.3058051087661532,17,0.3529411764705882,179.88535809773722,0.5268225137680582,0.5577731092436976,0.0,0.9402316072238711,51.1877478574519,0.09565286932090888,14.548024193243652,0.586538,2.057593,2.904347,5.451976,1,XRP/USDT | fib=0.436 | rw_lb=8,5,False,False,False,False,Limited drawdown headroom below the 3% trailing cap.
33,141,short_cand_141_XRP_USDT,XRP/USDT,short,30,20,0.236,0.436,0.041,0.038,8,False,disabled,20,0.0,"1D, 4H->1D",102,67,0.5784313725490197,1.908878295835155,194.70558617518577,0.0389411172350371,5194.7055861752015,5209.49790662388,134.9237237121488,2.6190004245119067,False,5.991952719923311,True,4,141,XRP/USDT,short,30,20,0.236,0.436,0.041,0.038,8,0.376375076170843,17,0.3529411764705882,221.3971036299077,0.4703818356419026,0.5019772614928328,0.1814078441532334,0.9031679725754987,50.70431211936206,0.38099957548809327,14.008047280076688,0.578431,1.908878,2.619,5.991953,1,XRP/USDT | fib=0.436 | rw_lb=8,5,False,False,False,False,Limited drawdown headroom below the 3% trailing cap.
34,72,short_cand_072_DOGE_USDT,DOGE/USDT,short,80,20,0.236,0.636,0.05,0.038,10,False,disabled,20,0.0,"1D, 4H->1D",90,57,0.5666666666666667,1.942684320203002,174.84158881827017,0.034968317763654,5174.841588818284,5196.582890600038,127.50371221611748,2.459392759417238,False,6.672706845962701,True,4,72,DOGE/USDT,short,80,20,0.236,0.636,0.05,0.038,10,0.5808118298457845,13,0.4615384615384615,446.7783306506035,0.48321198253782954,0.42100840336134443,0.28287767649883977,0.8564414892802871,50.22401278844018,0.5406072405827622,13.3272931540373,0.566667,1.942684,2.459393,6.672707,1,DOGE/USDT | fib=0.636 | rw_lb=10,5,False,False,False,False,Balanced survivor with no obvious structural warning.
35,32,short_cand_032_BNB_USDT,BNB/USDT,short,30,20,0.236,0.336,0.008,0.013,25,False,disabled,20,0.0,"1D, 4H->1D",61,39,0.5409836065573771,1.6512611180130512,100.72692819879612,0.0201453856397592,5100.726928198806,5140.657654602518,68.32732726224458,1.3313903078960874,False,11.582470423044343,True,4,32,BNB/USDT,short,30,20,0.236,0.336,0.008,0.013,25,0.278866071532896,12,0.4166666666666667,232.38839294408004,0.3726103201745186,0.24424851907976344,1.0,0.5194387786207422,49.53634975551709,1.6686096921039126,8.417529576955657,0.540984,1.651261,1.33139,11.58247,1,BNB/USDT | fib=0.336 | rw_lb=25,7,False,False,True,False,Tightest trailing drawdown control.
36,140,short_cand_140_XRP_USDT,XRP/USDT,short,30,20,0.236,0.436,0.044,0.038,8,False,disabled,20,0.0,"1D, 4H->1D",96,63,0.5520833333333334,1.6115165226581851,154.70558617518577,0.0309411172350371,5154.7055861752,5169.497906623878,95.9534099439752,1.881619318783736,False,7.541205818809639,True,4,140,XRP/USDT,short,30,20,0.236,0.436,0.044,0.038,8,0.3840566842680724,17,0.3529411764705882,225.91569662827789,0.3575263519689256,0.3206407563025213,0.6501944599381065,0.7968283320560402,49.46989706635837,1.118380681216264,12.45879418119036,0.552083,1.611517,1.881619,7.541206,2,XRP/USDT | fib=0.436 | rw_lb=8,5,False,False,False,False,Shares identical outcome metrics with another survivor; treat as a threshold duplicate.
37,142,short_cand_142_XRP_USDT,XRP/USDT,short,30,20,0.236,0.436,0.047,0.038,8,False,disabled,20,0.0,"1D, 4H->1D",96,63,0.5520833333333334,1.6115165226581851,154.70558617518577,0.0309411172350371,5154.7055861752,5169.497906623878,95.9534099439752,1.881619318783736,False,7.541205818809639,True,4,142,XRP/USDT,short,30,20,0.236,0.436,0.047,0.038,8,0.3735883346819142,17,0.3529411764705882,219.7578439305377,0.3575263519689256,0.3206407563025213,0.6501944599381065,0.7968283320560402,49.46989706635837,1.118380681216264,12.45879418119036,0.552083,1.611517,1.881619,7.541206,2,XRP/USDT | fib=0.436 | rw_lb=8,5,False,False,False,False,Shares identical outcome metrics with another survivor; treat as a threshold duplicate.
38,50,short_cand_050_BTC_USDT,BTC/USDT,short,30,20,0.236,0.336,0.014,0.013,25,False,disabled,20,0.0,"1D, 4H->1D",58,37,0.5344827586206896,1.592993014921772,92.3935948654628,0.0184787189730925,5092.393594865472,5132.324321269184,68.32732726224458,1.3335654912860413,False,12.627137934891344,True,4,50,BTC/USDT,short,30,20,0.236,0.336,0.014,0.013,25,0.4673530334624931,14,0.5714285714285714,333.82359533035225,0.35049626399702977,0.19950738916256136,0.9986171372548514,0.44773353707433283,46.18206745554376,1.6664345087139587,7.372862065108656,0.534483,1.592993,1.333565,12.627138,1,BTC/USDT | fib=0.336 | rw_lb=25,1,False,False,False,False,Balanced survivor with no obvious structural warning.
39,69,short_cand_069_DOGE_USDT,DOGE/USDT,short,75,20,0.236,0.686,0.05,0.033,10,False,disabled,20,0.0,"1D, 4H->1D",79,51,0.569620253164557,1.7701466939021533,139.8415888182701,0.027968317763654,5139.841588818282,5156.01469456708,142.32567865812234,2.7630267527177104,False,8.342773251688367,True,4,69,DOGE/USDT,short,75,20,0.236,0.686,0.05,0.033,10,0.6356767193458472,14,0.4285714285714285,454.054799532748,0.4177300711948362,0.4413360280821192,0.08984377442182123,0.7418093085500022,42.28701485330871,0.23697324728228963,11.657226748311633,0.56962,1.770147,2.763027,8.342773,1,DOGE/USDT | fib=0.686 | rw_lb=10,6,False,False,False,False,Limited drawdown headroom below the 3% trailing cap.
40,42,short_cand_042_BNB_USDT,BNB/USDT,short,30,20,0.236,0.486,0.032,0.023,8,False,disabled,20,0.0,"1D, 4H->1D",90,59,0.5555555555555556,1.4342132962754992,129.07919666479492,0.0258158393329589,5129.079196664809,5140.496101963698,124.77623026901256,2.454363632268465,False,9.038378738104308,True,4,42,BNB/USDT,short,30,20,0.236,0.486,0.032,0.023,8,0.2583805285345016,14,0.3571428571428571,184.5575203817869,0.2902357881670715,0.34453781512605064,0.2860749207435196,0.6940634383484144,38.37446514583745,0.545636367731535,10.961621261895692,0.555556,1.434213,2.454364,9.038379,1,BNB/USDT | fib=0.486 | rw_lb=8,2,False,False,False,False,Balanced survivor with no obvious structural warning.
41,31,short_cand_031_BNB_USDT,BNB/USDT,short,30,20,0.236,0.336,0.005,0.013,25,False,disabled,20,0.0,"1D, 4H->1D",60,39,0.5333333333333333,1.4010043588688244,84.06026153212946,0.0168120523064258,5084.060261532139,5138.0118973961535,82.34823672254697,1.6027256917073216,False,13.878932154175429,True,4,31,BNB/USDT,short,30,20,0.236,0.336,0.005,0.013,25,0.2817282386940182,12,0.4166666666666667,234.7735322450152,0.27763224920759183,0.19159663865546223,0.827499789008089,0.36181126434904676,38.293265755794984,1.3972743082926784,6.121067845824571,0.533333,1.401004,1.602726,13.878932,2,BNB/USDT | fib=0.336 | rw_lb=25,7,False,False,False,False,Shares identical outcome metrics with another survivor; treat as a threshold duplicate.
42,37,short_cand_037_BNB_USDT,BNB/USDT,short,30,20,0.236,0.336,0.002,0.013,25,False,disabled,20,0.0,"1D, 4H->1D",60,39,0.5333333333333333,1.4010043588688244,84.06026153212946,0.0168120523064258,5084.060261532139,5138.0118973961535,82.34823672254697,1.6027256917073216,False,13.878932154175429,True,4,37,BNB/USDT,short,30,20,0.236,0.336,0.002,0.013,25,0.2683439937568896,13,0.3846153846153846,206.4184567360689,0.27763224920759183,0.19159663865546223,0.827499789008089,0.36181126434904676,38.293265755794984,1.3972743082926784,6.121067845824571,0.533333,1.401004,1.602726,13.878932,2,BNB/USDT | fib=0.336 | rw_lb=25,7,False,False,False,False,Shares identical outcome metrics with another survivor; treat as a threshold duplicate.
43,143,short_cand_143_XRP_USDT,XRP/USDT,short,30,20,0.236,0.436,0.038,0.038,8,False,disabled,20,0.0,"1D, 4H->1D",111,75,0.5495495495495496,1.3813381533406797,153.32853502081545,0.030665707004163,5153.328535020832,5173.004147023933,136.48246905155065,2.659831594175908,False,7.608933761144223,True,4,143,XRP/USDT,short,30,20,0.236,0.436,0.038,0.038,8,0.362227957860532,17,0.3529411764705882,213.0752693297248,0.27016848171260155,0.30320236202589185,0.15544961753658704,0.792179533840849,35.98853893813707,0.3401684058240919,12.391066238855778,0.54955,1.381338,2.659832,7.608934,1,XRP/USDT | fib=0.436 | rw_lb=8,5,False,False,False,False,Limited drawdown headroom below the 3% trailing cap.
44,45,short_cand_045_BNB_USDT,BNB/USDT,short,45,20,0.236,0.336,0.008,0.018,25,False,disabled,20,0.0,"1D, 4H->1D",69,44,0.5072463768115942,1.2882983685915843,88.89258743281933,0.0177785174865638,5088.89258743283,5124.784909674912,73.53749167533442,1.4413002955729988,False,13.124453909594846,True,4,45,BNB/USDT,short,45,20,0.236,0.336,0.008,0.018,25,0.2365802596157323,13,0.3846153846153846,181.98481508902483,0.2348577899699884,0.012056996711728522,0.9301252354260751,0.41359811916710376,35.39591465860638,1.5586997044270012,6.8755460904051535,0.507246,1.288298,1.4413,13.124454,1,BNB/USDT | fib=0.336 | rw_lb=25,7,False,False,False,False,Balanced survivor with no obvious structural warning.
45,59,short_cand_059_BTC_USDT,BTC/USDT,short,75,20,0.236,0.436,0.008,0.018,8,False,disabled,20,0.0,"1D, 4H->1D",60,41,0.55,1.3620493586783349,81.72296152070008,0.01634459230414,5081.722961520709,5092.755383844332,105.99632959471272,2.0898026364798845,False,14.275873572828797,True,4,59,BTC/USDT,short,75,20,0.236,0.436,0.008,0.018,8,0.3816470932216244,12,0.5,318.03924435135366,0.26284795013306944,0.3063025210084037,0.5178428818904564,0.3345654852073262,33.90540862182318,0.9101973635201155,5.724126427171203,0.55,1.362049,2.089803,14.275874,1,BTC/USDT | fib=0.436 | rw_lb=8,1,False,False,False,False,Balanced survivor with no obvious structural warning.
46,43,short_cand_043_BNB_USDT,BNB/USDT,short,35,20,0.236,0.336,0.008,0.013,25,False,disabled,20,0.0,"1D, 4H->1D",61,40,0.5245901639344263,1.2141026480676955,74.06026153212945,0.0148120523064258,5074.060261532139,5123.990987935851,79.97441237787461,1.560783626789545,False,15.752937439473316,True,4,43,BNB/USDT,short,35,20,0.236,0.336,0.008,0.013,25,0.2393061991136752,13,0.3846153846153846,184.081691625904,0.2066988445994104,0.13142306102769005,0.854164262126664,0.2331808626971833,32.266938583148566,1.439216373210455,4.247062560526684,0.52459,1.214103,1.560784,15.752937,1,BNB/USDT | fib=0.336 | rw_lb=25,7,False,False,False,False,Balanced survivor with no obvious structural warning.
47,114,short_cand_114_SOL_USDT,SOL/USDT,short,30,20,0.236,0.336,0.029,0.043,8,False,disabled,20,0.0,"1D, 4H->1D",103,70,0.5533980582524272,1.2510006129234408,128.8530631311144,0.0257706126262228,5128.8530631311305,5154.395149651027,140.99094497356782,2.744724156958263,False,9.054240840821343,True,4,114,SOL/USDT,short,30,20,0.236,0.336,0.029,0.043,8,0.6199462264117294,12,0.5833333333333334,516.6218553431078,0.2207024524803246,0.32968915721628445,0.10147956473363973,0.6929746748003378,31.855899557898027,0.255275843041737,10.945759159178657,0.553398,1.251001,2.744724,9.054241,1,SOL/USDT | fib=0.336 | rw_lb=8,1,False,False,False,False,Limited drawdown headroom below the 3% trailing cap.
48,36,short_cand_036_BNB_USDT,BNB/USDT,short,40,20,0.236,0.336,0.008,0.013,25,False,disabled,20,0.0,"1D, 4H->1D",59,38,0.5084745762711864,1.1987614948948493,70.7269281987961,0.0141453856397592,5070.726928198805,5120.657654602517,79.97441237787461,1.5617996314593017,False,16.495367413489987,True,4,36,BNB/USDT,short,40,20,0.236,0.336,0.008,0.013,25,0.251557005728981,12,0.4166666666666667,209.6308381074842,0.200876531788569,0.020509898874804134,0.8535183418731385,0.18222099267687708,28.258212775470327,1.4382003685406983,3.504632586510013,0.508475,1.198761,1.5618,16.495367,1,BNB/USDT | fib=0.336 | rw_lb=25,7,False,False,False,False,Balanced survivor with no obvious structural warning.
49,99,short_cand_099_LINK_USDT,LINK/USDT,short,65,20,0.236,0.636,0.055,0.048,8,False,disabled,20,0.0,"1D, 4H->1D",77,52,0.5194805194805194,1.148939312042002,88.46832702723415,0.0176936654054468,5088.468327027244,5109.324808833028,125.05505015390828,2.4475846581081013,False,13.187393792441892,True,4,99,LINK/USDT,short,65,20,0.236,0.636,0.055,0.048,8,0.660015773633047,12,0.5833333333333334,550.0131446942058,0.18196789237796349,0.09625668449197838,0.29038462210478755,0.4092779699796645,22.768545187217224,0.5524153418918987,6.812606207558108,0.519481,1.148939,2.447585,13.187394,1,LINK/USDT | fib=0.636 | rw_lb=8,4,False,False,False,False,Balanced survivor with no obvious structural warning.
50,136,short_cand_136_XRP_USDT,XRP/USDT,short,30,20,0.236,0.386,0.044,0.043,8,False,disabled,20,0.0,"1D, 4H->1D",96,65,0.5208333333333334,0.9123832945525984,87.58879627704944,0.0175177592554098,5087.588796277062,5099.5768681624695,114.52521410048485,2.2493777793823244,False,13.31981618946354,True,4,136,XRP/USDT,short,30,20,0.236,0.386,0.044,0.043,8,0.3299478947771401,14,0.3571428571428571,235.67706769795723,0.09218956114090904,0.10556722689075666,0.4163937253776244,0.4001885900028681,22.197461619810586,0.7506222206176756,6.680183810536461,0.520833,0.912383,2.249378,13.319816,1,XRP/USDT | fib=0.386 | rw_lb=8,2,False,False,False,False,Balanced survivor with no obvious structural warning.
51,102,short_cand_102_LINK_USDT,LINK/USDT,short,60,20,0.236,0.636,0.053,0.043,8,False,disabled,20,0.0,"1D, 4H->1D",71,48,0.5070422535211268,1.011290990993908,71.80166036056747,0.0143603320721134,5071.8016603605765,5103.39713926781,131.5771300868009,2.578226355820673,False,16.248463626161282,True,4,102,LINK/USDT,short,60,20,0.236,0.636,0.053,0.043,8,0.6301507262561061,12,0.5833333333333334,525.1256052134217,0.129727257400949,0.010652148183217016,0.2073297690914483,0.19916829457758078,12.936718986994222,0.42177364417932717,3.751536373838718,0.507042,1.011291,2.578226,16.248464,1,LINK/USDT | fib=0.636 | rw_lb=8,4,False,False,False,False,Limited drawdown headroom below the 3% trailing cap.
52,100,short_cand_100_LINK_USDT,LINK/USDT,short,60,20,0.236,0.636,0.055,0.043,8,False,disabled,20,0.0,"1D, 4H->1D",69,47,0.5072463768115942,0.9439854158536348,65.13499369390081,0.0130269987387801,5065.13499369391,5103.39713926781,131.5771300868009,2.578226355820673,False,17.911518839617433,True,4,100,LINK/USDT,short,60,20,0.236,0.636,0.055,0.043,8,0.6385487064154948,12,0.5833333333333334,532.1239220129123,0.10418327723432913,0.012056996711728522,0.2073297690914483,0.0850173571419448,9.794782145662595,0.42177364417932717,2.0884811603825675,0.507246,0.943985,2.578226,17.911519,1,LINK/USDT | fib=0.636 | rw_lb=8,4,False,False,False,False,Limited drawdown headroom below the 3% trailing cap.
53,139,short_cand_139_XRP_USDT,XRP/USDT,short,30,20,0.236,0.386,0.047,0.043,8,False,disabled,20,0.0,"1D, 4H->1D",91,62,0.5054945054945055,0.6694739517624481,60.922129610382775,0.0121844259220765,5060.922129610394,5073.084175553648,114.52521410048485,2.2575066791196345,False,19.150129421408728,True,4,139,XRP/USDT,short,30,20,0.236,0.386,0.047,0.043,8,0.3194795451909819,14,0.3571428571428571,228.19967513641564,0.0,0.0,0.41122581509581024,0.0,8.224516301916205,0.7424933208803655,0.8498705785912719,0.505495,0.669474,2.257507,19.150129,1,XRP/USDT | fib=0.386 | rw_lb=8,2,False,False,False,False,Very close to the 20% consistency ceiling.
